,Reporting_Month,Provider,MDT,Service Line,Service Line Code,Source,Source Description,Actual Cost,Actual Activity,POD,POD_Detail,National_POD_Code,revised_national_POD,Contract_Type,PBR FLAG,HRG Code,Revised HRG Code,HRG Desc,Excess bed days,Excess bed day Cost,Drug/Device Name,Highly Specialised,Adhoc_Further_Detail,Annual Plan excl CQUIN,YTD Plan excl CQUIN,YTD Variance,Annual Plan inc CQUIN,Activity Plan,Activity YTD Plan,Unit Price,Marginal Rate,Marginal Threshold,CQUIN,Main Specialty Code,Treatment Function Code,TFC Description,Provider_Code,Provider_Site,Claims_Category,Challenge Amount,POD Level 1,POD Level 2,POD Level 3,POD Level 4,POD Order,Measure,Measure Description,HRG Chapter,HRG Subchapter,NPoc,NPoC_Service,NPoC_Service_Code,Reported_Flag,Flex_Freeze,Drug Category/Device Code,Drug Device Indicator,Order,Type,Provider Tier,Reporting Quarter,CCG_Code,Activity_Type,Challenged_Activity,Source_ID,Report_Flag_Category,RAW_Commissioned_Service_Category_Code,RAW_Organisation_Identifier_Code_Of_Commissioner,Raw_Service_Line_Code,Raw_National_POD_Code,CCG Region Code,CCG Region Name,CCG STP Code,CCG STP Name,Provider Region Code,Provider Region Name,Provider STP Code,Provider STP Name,MFF payment index for _2019/20,PROVIDER TARIFF UNIT COST FOR XBD (Z),ACTUAL TARIFF UNIT COST FOR XBD (Z),ACTUAL TARIFF XBD DAYS 2021 COST (Z),Variance of 1920 cost,2020/21 MFF,2020/21 STU,2020/21 XBD TARIFF,2020/21 Base HRG,2020/21 STU COST,2020/21 MFF COST,2020/21 TOTAL UNIT COST,2020/21 TOTAL COST INITIAL,2020/21 TOTAL COST FINAL
461,1.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,4102.22,2.0,A1A,Emergency regular - tariff,NEL,NEL,Cost and Volume,Y,BZ81B,BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,1300T1,0.0,0.0,4102.22,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Emergency,1.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580844/387315,Yes,21,Q71,NCBPS37Z,NEL,Y59,South East Commissioning Region,QXU,Surrey Heartlands Health and Care Partnership,Y56,London,QKK,Our Healthier South East London STP,1.257577,1631.0015211792202,1631.0,0.00192198,0.001521179220162594,0.23812600000000006,0.0,299.0,1669.0,0.0,397.4322940000001,2066.432294,4132.864588,4132.86650998
462,1.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,2051.11,1.0,A1A,Emergency regular - tariff,NEL,NEL,Cost and Volume,Y,BZ81B,BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,1300T1,0.0,0.0,2051.11,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Emergency,1.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580844/387315,Yes,21,Q71,NCBPS37Z,NEL,Y59,South East Commissioning Region,QKS,Kent and Medway STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,1631.0015211792202,1631.0,0.00192198,0.001521179220162594,0.23812600000000006,0.0,299.0,1669.0,0.0,397.4322940000001,2066.432294,2066.432294,2066.43421598
463,6.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,2051.11,1.0,A1A,Emergency regular - tariff,NEL,NEL,Cost and Volume,Y,BZ81B,BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,1300T1,0.0,0.0,2051.11,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Emergency,1.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q2,,PLCM,Not Queried,COMBINED PLCM/618479/439622,Yes,21,Q71,NCBPS37Z,NEL,Y59,South East Commissioning Region,QKS,Kent and Medway STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,1631.0015211792202,1631.0,0.00192198,0.001521179220162594,0.23812600000000006,0.0,299.0,1669.0,0.0,397.4322940000001,2066.432294,2066.432294,2066.43421598
464,2.0,BARTS HEALTH NHS TRUST,NEL,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,1397.170166,1.0,DC,Day Cases,DC,DC,Cost and Volume,Y,BZ41B,BZ41B,"Complex Oculoplastics Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,,0.0,0.0,1397.170166,0.0,0.0,0.0,,,,,,130,Ophthalmology,R1H,R1H12,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,3.0,AC,1.0,Q1,,PLCM,Not Queried,PLCM/581369/390617,Yes,21,13R,NCBPS37z,DC,Y56,London,QMF,East London STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.202384,1161.9999650693956,1162.0,0.0,-530.0000349306044,0.19196600000000008,0.0,299.0,1189.0,0.0,228.2475740000001,1417.247574,1417.247574,1417.247574
465,2.0,EPSOM & ST. HELIER UNIVERSITY HOSPITAL NHS TRUST,SW,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,764.526142,1.0,DC,Day Cases,DC,DC,Cost and Volume,Y,BZ93B,BZ93B,"Major, Glaucoma or Iris Procedures, with CC Score 0-1",0.0,0.0,,No,,0.0,0.0,764.526142,0.0,0.0,0.0,,,,,130,130,Ophthalmology,RVR,RVR05,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,17.0,AC,3.0,Q1,,PLCM,Not Queried,PLCM/579975/386521,Yes,21,13R,NCBPS37z,DC,Y56,London,QWE,South West London Health and Care Partnership,Y56,London,QWE,South West London Health & Care Partnership (STP),1.183477,646.0000000000001,646.0,0.0,-44.999999999999886,0.17476800000000003,0.0,299.0,661.0,0.0,115.52164800000003,776.521648,776.521648,776.521648
466,5.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,1509.09,1.0,A5A,Daycase - tariff,DC,DC,Cost and Volume,Y,BZ83B,BZ83B,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,1300T5,0.0,0.0,1509.09,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q2,,PLCM,Not Queried,COMBINED PLCM/607022/423704,Yes,21,Q71,NCBPS37Z,DC,Y56,London,QKK,South East London STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,1199.9980915681506,1200.0,0.0,-226.00190843184942,0.23812600000000006,0.0,299.0,1228.0,0.0,292.4187280000001,1520.418728,1520.418728,1520.418728
467,5.0,BARTS HEALTH NHS TRUST,NEL,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,2431.220458984375,1.0,EL,Elective,EL,EL,Cost and Volume,Y,BZ51B,BZ51B,"Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",0.0,0.0,,No,,0.0,0.0,2431.220458984375,0.0,0.0,0.0,,,,,,144,Maxillo-Facial Surgery,R1H,R1H12,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Ordinary elective (patient class 1),9.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,3.0,AC,1.0,Q2,,PLCM,Not Queried,PLCM/608946/426847,Yes,21,13R,NCBPS37z,EL,Y56,London,QMJ,North London STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.202384,2022.0000091354968,2022.0,1.1112e-05,-142.99999086450316,0.19196600000000008,0.0,299.0,2070.0,0.0,397.36962000000017,2467.36962,2467.36962,2467.369631112
468,2.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,1639.88,1.0,A5A,Daycase - tariff,DC,DC,Cost and Volume,Y,BZ81B,BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,1300T5,0.0,0.0,1639.88,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580070/387042,Yes,21,Q71,NCBPS37Z,DC,Y59,South East Commissioning Region,QXU,Surrey Heartlands Health and Care Partnership,Y56,London,QKK,Our Healthier South East London STP,1.257577,1303.9996755665857,1304.0,0.0,-327.00032443341433,0.23812600000000006,0.0,299.0,1335.0,0.0,317.89821000000006,1652.89821,1652.89821,1652.89821
469,4.0,EPSOM & ST. HELIER UNIVERSITY HOSPITAL NHS TRUST,SW,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,1557.455732,1.0,DC,Day Cases,DC,DC,Cost and Volume,Y,BZ81A,BZ81A,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",0.0,0.0,,No,,0.0,0.0,1557.455732,0.0,0.0,0.0,,,,,130,130,Ophthalmology,RVR,RVR05,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,17.0,AC,3.0,Q2,,PLCM,Not Queried,PLCM/598919/410690,Yes,21,13R,NCBPS37z,DC,Y56,London,QWE,South West London Health and Care Partnership,Y56,London,QWE,South West London Health & Care Partnership (STP),1.183477,1316.0,1316.0,0.0,-733.0,0.17476800000000003,0.0,299.0,1347.0,0.0,235.41249600000003,1582.4124960000001,1582.4124960000001,1582.412496
470,3.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,1808.4,1.0,A1A,Emergency regular - tariff,NEL,NEL,Cost and Volume,Y,BZ83A,BZ83A,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",0.0,0.0,,No,1300T1,0.0,0.0,1808.4,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Emergency,1.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/589123/398088,Yes,21,Q71,NCBPS37Z,NEL,Y56,London,QKK,South East London STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,1438.0033985990522,1438.0,0.004294062,0.003398599052161444,0.23812600000000006,0.0,299.0,1472.0,0.0,350.5214720000001,1822.5214720000001,1822.5214720000001,1822.525766062
471,5.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,1639.88,1.0,A5A,Daycase - tariff,DC,DC,Cost and Volume,Y,BZ81B,BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,1300T5,0.0,0.0,1639.88,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q2,,PLCM,Not Queried,COMBINED PLCM/607022/423704,Yes,21,Q71,NCBPS37Z,DC,Y59,South East Commissioning Region,QKS,Kent and Medway STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,1303.9996755665857,1304.0,0.0,-327.00032443341433,0.23812600000000006,0.0,299.0,1335.0,0.0,317.89821000000006,1652.89821,1652.89821,1652.89821
472,5.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,3279.76,2.0,A5A,Daycase - tariff,DC,DC,Cost and Volume,Y,BZ81B,BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,1300T5,0.0,0.0,3279.76,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q2,,PLCM,Not Queried,COMBINED PLCM/607022/423704,Yes,21,Q71,NCBPS37Z,DC,Y59,South East Commissioning Region,QXU,Surrey Heartlands Health and Care Partnership,Y56,London,QKK,Our Healthier South East London STP,1.257577,1303.9996755665857,1304.0,0.0,-327.00032443341433,0.23812600000000006,0.0,299.0,1335.0,0.0,317.89821000000006,1652.89821,3305.79642,3305.79642
473,5.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,1639.88,1.0,A5A,Daycase - tariff,DC,DC,Cost and Volume,Y,BZ81B,BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,1300T5,0.0,0.0,1639.88,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q2,,PLCM,Not Queried,COMBINED PLCM/607022/423704,Yes,21,Q71,NCBPS37Z,DC,Y59,South East Commissioning Region,QNQ,Frimley Health and Care STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,1303.9996755665857,1304.0,0.0,-327.00032443341433,0.23812600000000006,0.0,299.0,1335.0,0.0,317.89821000000006,1652.89821,1652.89821,1652.89821
474,3.0,KINGSTON HOSPITAL NHS FOUNDATION TRUST,SW,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,3120.71976,2.0,,,DC,DC,Cost and Volume,Y,BZ81B,BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,,0.0,0.0,3120.71976,0.0,0.0,0.0,,,,,,130,Ophthalmology,RAX,RAX01,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,31.0,AC,4.0,Q1,,PLCM,Not Queried,PLCM/589890/399611,Yes,21,13R,NCBPS37Z,DC,Y59,South East Commissioning Region,QXU,Surrey Heartlands Health and Care Partnership,Y56,London,QWE,South West London Health & Care Partnership (STP),1.196595,1304.0,1304.0,0.0,-327.0,0.18567200000000006,0.0,299.0,1335.0,0.0,247.87212000000008,1582.87212,3165.74424,3165.74424
475,6.0,BARTS HEALTH NHS TRUST,NEL,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,3135.81738282,2.0,DC,Day Cases,DC,DC,Cost and Volume,Y,BZ81B,BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,,0.0,0.0,3135.81738282,0.0,0.0,0.0,,,,,,130,Ophthalmology,R1H,R1HKH,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,3.0,AC,1.0,Q2,,PLCM,Not Queried,PLCM/620569/442184,Yes,21,13R,NCBPS37z,DC,Y56,London,QMF,East London STP,Y56,London,QMF,East London Health & Care Partnership (STP),1.202384,1303.9999629153417,1304.0,0.0,-327.0000370846583,0.19196600000000008,0.0,299.0,1335.0,0.0,256.2746100000001,1591.2746100000002,3182.5492200000003,3182.54922
476,4.0,KINGSTON HOSPITAL NHS FOUNDATION TRUST,SW,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,1560.35988,1.0,,,DC,DC,Cost and Volume,Y,BZ81B,BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,,0.0,0.0,1560.35988,0.0,0.0,0.0,,,,,,130,Ophthalmology,RAX,RAX01,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,31.0,AC,4.0,Q2,,PLCM,Not Queried,PLCM/599610/411146,Yes,21,13R,NCBPS37Z,DC,Y59,South East Commissioning Region,QXU,Surrey Heartlands Health and Care Partnership,Y56,London,QWE,South West London Health & Care Partnership (STP),1.196595,1304.0,1304.0,0.0,-327.0,0.18567200000000006,0.0,299.0,1335.0,0.0,247.87212000000008,1582.87212,1582.87212,1582.87212
477,6.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,1793.31,1.0,A1A,Emergency regular - tariff,NEL,NEL,Cost and Volume,Y,BZ83B,BZ83B,"Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,1300T1,0.0,0.0,1793.31,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Emergency,1.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q2,,PLCM,Not Queried,COMBINED PLCM/618479/439622,Yes,21,Q71,NCBPS37Z,NEL,Y56,London,QKK,South East London STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,1426.0041333453141,1426.0,0.0052224,0.004133345314130565,0.23812600000000006,0.0,299.0,1460.0,0.0,347.6639600000001,1807.66396,1807.66396,1807.6691824
478,1.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,1654.97,1.0,A5A,Daycase - tariff,DC,DC,Cost and Volume,Y,BZ81A,BZ81A,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",0.0,0.0,,No,1300T5,0.0,0.0,1654.97,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580844/387315,Yes,21,Q71,NCBPS37Z,DC,Y59,South East Commissioning Region,QRL,Hampshire and the Isle of Wight STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,1315.9989408203237,1316.0,0.0,-733.0010591796763,0.23812600000000006,0.0,299.0,1347.0,0.0,320.7557220000001,1667.755722,1667.755722,1667.755722
479,5.0,EPSOM & ST. HELIER UNIVERSITY HOSPITAL NHS TRUST,SW,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,1557.455732,1.0,DC,Day Cases,DC,DC,Cost and Volume,Y,BZ81A,BZ81A,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",0.0,0.0,,No,,0.0,0.0,1557.455732,0.0,0.0,0.0,,,,,130,130,Ophthalmology,RVR,RVR05,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,17.0,AC,3.0,Q2,,PLCM,Not Queried,PLCM/608013/424762,Yes,21,13R,NCBPS37z,DC,Y56,London,QWE,South West London Health and Care Partnership,Y56,London,QWE,South West London Health & Care Partnership (STP),1.183477,1316.0,1316.0,0.0,-733.0,0.17476800000000003,0.0,299.0,1347.0,0.0,235.41249600000003,1582.4124960000001,1582.4124960000001,1582.412496
480,7.0,EPSOM & ST. HELIER UNIVERSITY HOSPITAL NHS TRUST,SW,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,1557.455732,1.0,DC,Day Cases,DC,DC,Cost and Volume,Y,BZ81A,BZ81A,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",0.0,0.0,,No,,0.0,0.0,1557.455732,0.0,0.0,0.0,,,,,130,130,Ophthalmology,RVR,RVR05,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,17.0,AC,3.0,Q3,,PLCM,Outstanding,PLCM/627431/450925,Yes,21,13R,NCBPS37z,DC,Y56,London,QWE,South West London Health and Care Partnership,Y56,London,QWE,South West London Health & Care Partnership (STP),1.183477,1316.0,1316.0,0.0,-733.0,0.17476800000000003,0.0,299.0,1347.0,0.0,235.41249600000003,1582.4124960000001,1582.4124960000001,1582.412496
481,8.0,ST GEORGE’S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,SW,NONE (SPECIALISED SERVICE BUT NOT ATTRIBUTABLE),NCBPSXXX,PLD,PLD,8450.901776,1.0,EM,Emergency,NEL,NEL,Block,Y,UZ01Z,UZ01Z,Data Invalid for Grouping,0.0,0.0,,No,,0.0,0.0,8450.901776,0.0,0.0,0.0,,,,,,110,Trauma & Orthopaedics,RJ7,RJ701,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Emergency,1.0,SPELL,Finished spell,Undefined Groups,Undefined Groups,Z: Other,OTHER,Z02,Yes,Flex,,,8.0,AC,1.0,Q3,,PLCM,Not Raised,COMBINED PLCM/627947/451720,Yes,98,13Q,,NEL,,CCG info not provided,,CCG info not provided therefore STP info unavailable,Y56,London,QWE,South West London Health & Care Partnership (STP),1.201694,7032.49061408312,0.0,0.0,7032.49061408312,0.19093399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8569.214400864
482,4.0,KINGSTON HOSPITAL NHS FOUNDATION TRUST,SW,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,4724.15706,3.0,,,DC,DC,Cost and Volume,Y,BZ81A,BZ81A,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",0.0,0.0,,No,,0.0,0.0,4724.15706,0.0,0.0,0.0,,,,,,130,Ophthalmology,RAX,RAX01,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,31.0,AC,4.0,Q2,,PLCM,Not Queried,PLCM/599610/411146,Yes,21,13R,NCBPS37Z,DC,Y56,London,QWE,South West London Health and Care Partnership,Y56,London,QWE,South West London Health & Care Partnership (STP),1.196595,1315.9999999999998,1316.0,0.0,-733.0000000000002,0.18567200000000006,0.0,299.0,1347.0,0.0,250.10018400000007,1597.1001840000001,4791.300552000001,4791.300552
